title,release_year,adjusted_domestic_gross
Mermaids,1990,84530781.94338179
The Adventures of Rocky & Bullwinkle,2000,47471497.00348432
Summer School,1987,97182888.76056339
Dragon: The Bruce Lee Story,1993,76397413.68581314
Whatever Works,2009,7778220.822377621
Commando,1985,102483816.7583643
The Darjeeling Limited,2007,18052163.994211286
The Hate U Give,2018,37211491.25925926
Shaolin,2011,92403.40417963538
The Skulls,2000,63915548.153310105
Midnight Express,1978,168773006.13496932
Red Heat,1988,93003527.73626372
Richard Pryor Live on the Sunset Strip,1982,113934353.88186528
Namsaneui Bujangdeul,2020,137916.88098918082
L'arnacouer,2010,726579.6973865199
Places in the Heart,1984,105609392.8931665
A Thin Line Between Love & Hate,1996,69880385.51434034
Freddy’s Dead: The Final Nightmare,1991,80497556.35242291
Kidnap,2017,39403397.9632803
The November Man,2014,33230657.429657795
The Life Aquatic with Steve Zissou,2004,39956138.985706724
My Best Friend's Girl,2008,28065639.57268927
Endless Love,2014,31132174.904942963
Dangerous Liaisons,1988,92220456.4666103
Woodstock,1970,279598107.83505154
The Other Side of the Mountain,1975,202624956.133829
Addicted To Love,1997,67920380.4859813
Nixon,1995,28197490.062992126
Jack Frost,1998,66825187.64171779
The Killing Fields,1984,104728546.37151106
Mississippi Burning,1988,91962664.41251056
Everyone Says I Love You,1996,19488886.531548757
That Thing You Do!,1996,51813713.13193116
(500) Days of Summer,2009,47527408.27972028
In Bruges,2008,11391450.905712958
Malibu’s Most Wanted,2003,58623469.96956521
Last Chance Harvey,2008,21742288.921504874
The Doors,1991,79446924.8105727
Breach,2007,50050538.69753979
The Usual Suspects,1995,48153470.99212598
Shi gu,2015,249803.40253164555
Back to Black,2024,6178165.0
Ta-weo,2012,994.1393728222995
Monkey Man,2024,25116955.0
Darkness,2004,36888227.44732662
Like Father Like Son,1987,95143597.92253521
Rowdy Rathore,2012,1064486.3728222996
Gone Baby Gone,2007,30788174.332850937
The Box,2009,22062198.455944054
Little Darlings,1980,130972969.48543689
Nappeun Nyeoseokdeul: Deo Moobi,2019,205301.8474775127
Mia et le lion blanc,2018,501459.86140979687
Tommy,1975,200161328.2527881
American Psycho,2000,27515084.808362372
My Week with Marilyn,2011,20406510.146731876
Wings of Courage,1995,31062536.393700786
Excalibur,1981,118289108.91089107
Sling Blade,1996,49044428.23709369
Potiche,2011,2263070.4917741213
Entre les murs,2009,5521142.489510489
Instinct,1999,64361807.20768307
"My Love, Don't Cross That River",2014,116911.10773130544
The Edge,1997,54455363.06542056
The Truth About Cats & Dogs,1996,68299404.374761
Swimfan,2002,49921258.63257365
The Bob’s Burgers Movie,2022,34301319.275708914
Noryang: Deadly Sea (노량-죽음의 바다)…,2023,324087.89497866755
Don 2,2011,5136756.389506446
Flight of the Phoenix,2004,34967105.30439386
Jane Eyre,2011,15716728.786127165
Malignant,2021,15536454.20811808
The Relic,1997,66516869.502803735
Ne le dis à personne,2008,9052154.274036229
Lockout,2012,19618320.365853656
Nochnoy dozor,2006,2342697.9523809524
Nick and Norah's Infinite Playlist,2008,45980515.18439387
Adventures in Babysitting,1987,93519948.86619718
The Art of Racing in the Rain,2019,32464004.61165428
Dungeons and Dragons,2000,27724969.630662024
Agneepath,2012,2702489.832752613
The Invitation,2022,26960933.214895796
Self/Less,2015,16290020.465822784
Y Tu Mamá También,2002,23855044.94941634
Curly Sue,1991,77663794.36123349
Lahn mah,2024,303772.0
The Turning Point,1977,174320792.0792079
Nell,1994,71265485.02024291
Magic in the Moonlight,2014,13992606.438529784
King Ralph,1991,77359793.56828195
"Run, Fatboy, Run",2008,8766491.28100325
Because of Winn-Dixie,2005,52556221.22273425
Fireproof,2008,48855857.24477473
Red Planet,2000,31916328.780487806
Mystery Men,1999,56165523.75990396
The Long Kiss Goodnight,1996,67023130.738049716
The Crocodile Hunter: Collision Course,2002,49697449.17398554
Black Knight,2001,59334444.98249576
Wonder Boys,2000,35400954.34146342
Devara Part 1,2024,5600000.0
2016: Obama’s America,2012,45667340.81184669
Get on Up,2014,40604932.674271226
Absence of Malice,1981,115218188.75247523
...And Justice For All,1979,144208264.46280992
Sleepless,2017,26660124.59241126
The Hurricane Heist,2018,7657566.9677419355
The Good Liar,2019,21094503.852952678
Silverado,1985,97008178.43866171
Forget Paris,1995,68480016.88188976
BrightBurn,2019,21221602.850215096
Confessions of a Teenage Drama Queen,2004,48817828.370566435
October Sky,1999,61679641.18127251
Matilda,1996,66323014.63862333
Hart's War,2002,33339358.732629236
The Perks of Being a Wallflower,2012,24296092.557491288
Seven Psychopaths,2012,20573000.89547038
Mr. Woodcock,2007,39128598.159189574
Confessions of a Dangerous Mind,2002,27975689.489716507
Salmon Fishing in the Yemen,2012,12380924.111498257
The Last Dragon,1985,96423791.82156134
Dracula 2000,2000,60251559.400696866
Heroes,1977,171207920.79207918
Endless Love,1981,114138613.86138612
Sharky's Machine,1981,114086379.88118811
Mercury Rising,1998,63619383.93128834
Friday the 13th Part IV: The Final Ch…,1984,99799698.47930701
One Life,2023,5898879.69806367
Awake,2007,21799954.558610708
88 Minutes,2008,24723966.231305152
The Producers: The Movie Musical,2005,31228358.73425499
The Watchers,2024,19071404.0
*batteries not included,1987,91180973.38732395
Inside Llewyn Davis,2013,17876553.260085836
Borderlands,2024,15482668.0
Air America,1990,73384488.88140781
Project Almanac,2015,29646780.465822782
Licorice Pizza,2021,20091444.283394832
Triangle of Sadness,2022,4949727.989067304
Haunted Castle,2001,24235350.911349516
You Again,2010,37050552.3301238
Fighting,2009,33845284.58741258
Anna,2019,9521505.019945249
The Joy Luck Club,1993,71343917.7965398
Luther,2003,9878116.513043478
The Invention of Lying,2009,27044630.836363632
Katy Perry: Part of Me,2012,34679950.881533094
heonteu (헌트),2022,27921.12606764605
Return to Me,2000,59634302.00696865
Coming Home,1978,157455570.55214724
Tommy Boy,1995,67353955.32283464
The Accidental Tourist,1988,86724436.1792054
UglyDolls,2019,24776049.160735235
Leap Year,2010,37363174.91059147
Honest Thief,2020,17206443.839258112
Secret in Their Eyes,2015,26770636.0
BTS Permission to Dance on Stage Seou…,2022,7347099.419200546
Nobody’s Fool,2018,39707693.285543606
Kabhi Alvida Naa Kehna,2006,5108131.345238095
Harry and the Hendersons,1987,82365640.20422536
Adaptation,2002,39319258.966092266
Alpha Dog,2007,23219193.771345872
Murder by Death,1976,179639247.3954306
Wild Safari 3D,2005,26757371.79723502
Nocturnal Animals,2016,13968997.669999998
Being John Malkovich,1999,43138333.33973589
Tiger 3,2023,5536063.955365934
The End,1978,146369614.38036808
Raees,2017,3039416.7833537334
Black Sheep,1996,64784342.24091778
Kevin Hart: Let Me Explain,2013,43508710.87725321
Nothing in Common,1986,92725051.0948905
Pride and Glory,2008,22985985.519739896
Justin Bieber’s Believe,2013,8374868.456652359
Dance Flick,2009,37807176.03356643
Kingpin,1996,50142539.86998088
Arthur the King,2024,25049006.0
Amazing Grace,2007,32175551.918958027
Bai she chuan shuo,2011,26224.231213872827
La Pianiste,2001,3373510.2247317894
The Accused,1988,85252943.18850379
A Silent Voice (映画 聲の形),2016,570240.3799999999
Summer of '42,1971,248908803.2
Golmaal 3,2010,1632100.7097661623
Robin Hood,1973,226994442.0
Copycat,1995,66122852.393700786
Sunshine,2007,5594227.0332850935
The Age of Innocence,1993,69657534.94256055
Metro,1997,62719166.28037383
Jennifer's Body,2009,23751920.369230766
The Apple Dumpling Gang,1975,186515754.64684013
Dressed to Kill,1980,121711718.44660193
The Young Victoria,2009,16124941.337062934
Children of a Lesser God,1986,91374163.79562044
The Seeker: The Dark is Rising,2007,13338040.081041967
The Shadow,1994,67537872.06477733
Wo shi zheng ren,2015,543426.470886076
Jungle Fever,1991,73265460.70484582
Long Ma Jing Shen (龙马精神),2023,66820.57630456187
Mr. Nice Guy,1998,24528895.84785276
Pinocchio,2002,6434471.252918287
For Richer or Poorer,1997,62058830.295327105
History of the World: Part I,1981,109545399.33993398
Rent,2005,46809937.413210444
Hard Target,1993,68833709.03252596
The Girl Next Door,2004,24282272.06776072
"Che, Part 1: The Argentine",2008,2632199.7324663256
Can’t Buy Me Love,1987,87522298.37323944
Daddy's Little Girls,2007,47572493.40665701
Little Big Man,1970,255729978.06185564
Baaghi 2,2018,1652232.7264038231
Mud,2013,29132716.90300429
Lage Raho Munna Bhai,2006,3458339.1785714286
Horizon: An American Saga Chapter 1,2024,29035702.0
Premium Rush,2012,27763938.250871077
Rob Roy,1995,64758533.811023615
Eddie,1996,62858761.46845124
An Ideal Husband,1999,34993463.539015606
The Iron Giant,1999,43705195.030012004
Lost Souls,2000,30635990.466898955
Picture Perfect,1997,61316374.205607474
Thrill Ride: The Science of Fun,1997,36824334.08598131
Robot,2010,3281561.892709766
Bustin' Loose,1981,108123854.78547853
Mrs. Harris Goes to Paris,2022,11207457.724632729
How High,2001,55309253.32580463
The Prosecutor (误判),2024,132059.0
The House,2017,32818311.128518973
Shou Yi Ren,2019,111331.04419241298
The Bye Bye Man,2017,28728035.113831088
The Secret Garden,1993,67842950.86505191
Bad Times at the El Royale,2018,22336191.780167263
Movie 43,2012,12105568.045296166
A Perfect World,1993,67798965.32595156
Joyful Noise,2012,42356517.10452961
Spring Breakers,2013,19058693.212017164
Victor Frankenstein,2015,7661113.478481012
Nan Fang Che Zhan De Ju Hui,2019,15459.33202972233
Love in the Time of Cholera,2007,7003260.758321273
Grosse Pointe Blank,1997,55013843.244859815
High Anxiety,1977,161158731.80198017
The Water Diviner,2014,5578862.631178707
The Princess Bride,1987,85400007.04225352
A Clockwork Orange,1971,206412178.07407406
Igor,2008,28517382.576869484
This Is Not What I Expected,2017,433143.40269277844
Priscilla,2023,21529135.884476535
Ultraviolet,2006,28885599.80952381
Paper Moon,1973,219044342.3243243
Be Kind Rewind,2008,16318957.555039478
Hearts in Atlantis,2001,42936248.1445511
Zatoichi,2004,1420904.9190047644
Masterminds,2016,22737531.139999997
Ryan's Daughter,1970,249950479.54639176
Powder,1995,63610121.795275584
Pathfinder,2007,15518409.38929088
The Unholy,2021,18019571.48634686
When the Bough Breaks,2016,38969359.92999999
Murphy's Romance,1985,89886320.09665427
Nancy Drew,2007,38802821.82344428
Young Doctors in Love,1982,99985259.93782383
Superstar,1999,57801630.41056422
Virus,1999,26440341.752701078
The Raven,2012,21920734.82926829
The Fighting Temptations,2003,51668525.04782608
Flipper,1996,40236827.83938815
Blank Check,1994,64860953.36032389
Sleepwalkers,1992,68403317.79900213
2 For the Money,2005,37012235.31797235
An American Haunting,2006,25417190.785714287
The Champ,1979,131830336.4628099
East is East,2000,7614700.445993031
Mirai no Mirai,2018,1017691.890083632
Jonas Brothers: The 3D Concert Experi…,2009,28087484.64335664
Stick It,2006,41967933.52380952
A Wedding Invitation,2013,19363.261802575104
A Serious Man,2009,13526950.802797202
Pinocchio,2019,2252217.9867031677
A Night at the Roxbury,1998,58503793.10429448
Dragonfly,2002,52540635.308504716
Queen of the Damned,2002,52967057.12951639
Silmido,2004,496560.5971413446
American Ultra,2015,19155828.202531643
The Great Debaters,2007,45842256.02315484
Mr. Holmes,2015,23530446.845569618
Billy Lynn’s Long Halftime Walk,2016,2277404.8699999996
The World According to Garp,1982,98416400.67979273
Anora,2024,14561741.0
Being There,1979,130686080.69421487
What's Your Number?,2011,19586859.980435748
Jane Austen's Mafia,1998,38275393.54601227
When the Game Stands Tall,2014,40017877.34347275
Blown Away,1994,63925882.785425104
The Prince & Me,2004,46878524.62043409
The Last Duel,2021,12592178.25830258
Road House,1989,76191361.31612903
Point of No Return,1993,65356823.61799308
Boku no Hīrō Akademia The Movie Hīrōz…,2019,16665322.230739146
Tadeo Jones 3: la maldición de la momia,2022,72610.61018107277
Freebie and the Bean,1974,191318458.4178499
Chapter Two,1979,129917355.37190083
Rollerball,1975,175315985.13011152
Ghost Town,2008,19520580.518346492
Ni Shi Ying Jiu,2017,139780.3671970624
Laws of Attraction,2004,29706259.591318157
New in Town,2009,24528012.005594403
Small Time Crooks,2000,31524641.519163765
Going in Style,1979,129484297.52066115
Mandela: Long Walk to Freedom,2013,11230806.540772531
The Four Feathers,2002,31992543.58198999
Shorts,2009,30661938.416783214
The Losers,2010,34008006.51444291
Madeline,1998,57591228.7803681
Mogadisyu,2021,397464.24797047966
Draft Day,2014,38310094.26615969
St. Trinian’s,2009,21986.013986013983
Double Take,2001,52944111.42179559
Lean on Me,1989,75616090.45161289
Green Card,1990,71694190.76970161
Riding in Cars with Boys,2001,52870066.76002258
The Little Things,2021,17799849.971955717
Battlefield Earth: A Saga of the Year…,2000,39202658.32752614
The Swindlers,2017,310315.75030599756
Far from the Madding Crowd,2015,16232724.05063291
The Forge,2024,29123632.0
An Education,2009,18431482.338461537
Stuber,2019,27505944.891669925
Taepung,2006,216865.82142857142
Winter’s Tale,2014,16736428.50190114
L'Ours,1989,74960239.37419353
Tora! Tora! Tora!,1970,239432543.5670103
Angel Eyes,2001,42685493.28514963
Twilight Zone: The Movie,1983,93120481.92771085
La grande bellezza,2013,3891380.07553648
Reagan,2024,29397140.0
Major Payne,1995,60676827.55905511
Namhansanseong,2017,177641.7723378213
The Pledge,2001,35008164.83342744
Amsterdam,2022,16056171.689784762
De rouille et d’os,2012,2822820.407665505
Pacific Heights,1990,70678553.68324408
Across the Universe,2007,36920650.22286541
Singh is Kinng,2008,3685052.7561542033
A Low Down Dirty Shame,1994,62196648.84210526
Hunter Killer,2018,19742291.612903226
Easy Money,1983,92519984.24096386
Shoot to Kill,1988,77869146.238377
Fools Rush In,1997,57394207.76074766
Wu Xia,2012,15473.519163763065
Zindagi Na Milegi Dobara,2011,4338770.326367274
Romy and Michele's High School Reunion,1997,57268504.568224296
The Stepfather,2009,42597991.5076923
The Road,2009,11893363.58041958
Bulworth,1998,51169437.114110425
Jie jiu wu xian sheng,2015,122968.87088607595
The Rose,1979,126452892.56198347
Rang De Basanti,2006,3427356.119047619
Bugs! (IMAX),2003,32609226.260869563
The Object of my Affection,1998,56217659.543558285
TÁR,2022,7275830.406559617
The Unbearable Weight of Massive Talent,2022,21805156.681926887
Double Impact,1991,67151511.80616741
Irrational Man,2015,5346604.151898734
Stan & Ollie,2018,6849230.91995221
The Master,2012,22247851.871080138
Far From Heaven,2002,27790668.847137295
Madonna: Truth or Dare,1991,34655409.42731278
House Calls,1978,139840490.797546
Out to Sea,1997,56778726.17570093
Judwaa 2,2017,1835930.5263157894
The New Guy,2002,50632882.67259588
Mr. Magoo,1997,41992854.60934579
James and the Giant Peach,1996,57953125.56787763
The Life of David Gale,2003,33652137.19565217
The Upside of Anger,2005,30203638.500768047
Heist,2001,41689257.14737436
Padman,2018,2082135.5985663082
In the Army Now,1994,61270378.072874494
The Player,1992,48641469.382751234
Nuts,1987,79889781.71830986
L.A. Story,1991,66606817.268722475
The Adventures of the Wilderness Family,1975,168415401.85873604
Keeping Up with the Joneses,2016,19524798.06
Case 39,2010,19117496.35213205
Boiler Room,2000,30972531.749128923
Ghosts of the Abyss,2003,29207876.191304345
Deceived,1991,66338159.92951542
Baby Boy,2001,51011536.69565217
The Brothers Grimsby,2016,8991860.959999999
The Disaster Artist,2017,27092295.676866584
Yu-Gi-Oh,2004,32892481.397564847
The Shawshank Redemption,1994,59913075.93522267
Starman,1984,86845813.28200191
Hoosiers,1986,82063919.21167883
Drop Zone,1994,60688566.23481782
Free Solo,2018,21963037.419354837
Jodhaa Akbar,2008,5030150.290757082
Final Analysis,1992,64069173.741981454
W.,2008,37287712.954946585
The Out-of-Towners,1999,53867174.83793517
Splice,2010,24520850.28885832
Shingeki no kyojin,2015,343311.5341772152
Frost/Nixon,2008,27193527.85137018
Taxi Driver,1976,156164380.7662566
High Road to China,1983,89700147.686747
"Dirty Mary, Crazy Larry",1974,181125871.88640973
Hoffa,1992,52360839.310049884
Go!,1999,31846253.488595437
"Lock, Stock and Two Smoking Barrels",1999,7355316.288115245
I Give It a Year,2013,46764.638626609434
Brown Sugar,2002,47820103.68426903
The Kid Who Would Be King,2019,20645382.776691433
The 33,2015,16221079.311392404
Let Me In,2010,17493001.21045392
Thunderbirds,2004,11264565.865537321
The Cheap Detective,1978,136086747.68098158
Marathon Man,1976,155842173.258348
Harbin (하얼빈),2024,693307.0
A Single Man,2009,13449577.622377621
Doogal,2006,11819546.738095239
The Beguiled,2017,13567134.776009792
Slap Shot,1977,145267326.73267326
Loaded Weapon 1,1993,60876976.09411765
The Brothers,2001,48744265.328063235
The Hindenburg,1975,163308155.01858735
Appaloosa,2008,29514455.52066883
Uncommon Valor,1983,88069879.51807229
Traitor,2008,34361789.439851366
Mrs. Henderson Presents,2005,17766684.43625192
Operation Fortune: Ruse de guerre,2023,6702926.48506728
The Other Sister,1999,52477298.49219687
Playing for Keeps,2012,17942807.999999996
